match_id,season,date,nickname,uuid,opponent,elo_before,elo_change,won,finish_time_ms,forfeited,is_playoff_player,seed_type,bastion_type
2681175,8,1754457634,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,pavkin,2252.0,13.0,True,688434.0,False,True,SHIPWRECK,STABLES
2681175,8,1754457634,pavkin,bcb0f43558d745ee977841180b121267,Aquacorde,2217.0,-13.0,False,,False,False,SHIPWRECK,STABLES
2681123,8,1754456757,_Hypn0tic,addd890764404097b3f12acdde2adf33,Aquacorde,1982.0,27.0,True,547559.0,False,False,RUINED_PORTAL,TREASURE
2681123,8,1754456757,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,_Hypn0tic,2252.0,-27.0,False,,False,True,RUINED_PORTAL,TREASURE
2681074,8,1754455848,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,Bloonskiller,2252.0,-21.0,False,,False,True,VILLAGE,STABLES
2681074,8,1754455848,Bloonskiller,00f996cd910f479ba0903d85c2bdb1e0,Aquacorde,2232.0,21.0,True,782731.0,False,False,VILLAGE,STABLES
2681000,8,1754454642,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,retropog,2252.0,20.0,True,272535.0,True,True,SHIPWRECK,TREASURE
2681000,8,1754454642,retropog,25349f93cf194f3baeee93d024eccc21,Aquacorde,1977.0,-20.0,False,,True,False,SHIPWRECK,TREASURE
2680947,8,1754453778,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,Bloonskiller,2252.0,-21.0,False,,False,True,SHIPWRECK,STABLES
2680947,8,1754453778,Bloonskiller,00f996cd910f479ba0903d85c2bdb1e0,Aquacorde,2232.0,21.0,True,611842.0,False,False,SHIPWRECK,STABLES
2662211,8,1754210327,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,mukvl,2252.0,11.0,True,667810.0,False,True,RUINED_PORTAL,TREASURE
2662211,8,1754210327,mukvl,529c478ae270415ba12044771a99249a,Aquacorde,1938.0,-11.0,False,,False,False,RUINED_PORTAL,TREASURE
2662072,8,1754207895,_Hypn0tic,addd890764404097b3f12acdde2adf33,Aquacorde,1982.0,-16.0,False,,False,False,VILLAGE,STABLES
2662072,8,1754207895,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,_Hypn0tic,2252.0,16.0,True,880526.0,False,True,VILLAGE,STABLES
2661982,8,1754206324,Aquacorde,253b53d832ab4bafb5ee0308d5164ccf,LEC666888,2252.0,14.0,True,616620.0,False,True,DESERT_TEMPLE,HOUSING
2661982,8,1754206324,LEC666888,f2e05ad464b54d288fa18da14e9a2786,Aquacorde,2109.0,-14.0,False,,False,False,DESERT_TEMPLE,HOUSING
